Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyDebt,NonRealEstateLoans
36125,1,0.0,44.0,1,6200.0,4.0,0,1.0,0,2.0,2023.6736016,3.0
36127,0,0.35043725,61.0,0,6800.0,9.0,0,1.0,0,0.0,2908.5722688,8.0
36128,0,0.100583568,36.0,0,4346.0,8.0,1,0.0,0,0.0,1700.608696408,8.0
36129,0,0.134312077,63.0,0,9583.0,8.0,0,2.0,0,0.0,2277.762311979,6.0
36130,0,0.561134622,31.0,0,8788.0,3.0,0,0.0,0,4.0,1029.882803872,3.0
36131,0,0.012028637,52.0,0,6000.0,8.0,0,1.0,0,3.0,479.920014,7.0
36132,0,0.070238595,64.0,0,6381.30476423229,4.0,0,1.0,0,2.0,1425.0,3.0
36133,1,0.9999999,43.0,3,5616.0,4.0,0,2.0,1,0.0,5752.975610303999,2.0
36134,0,0.171103799,33.0,0,4712.0,7.0,0,1.0,0,1.0,1513.6787617119999,6.0
36135,1,0.119851436,43.0,0,4583.0,9.0,0,4.0,0,0.0,3236.293846056,5.0
36136,0,0.762285073,55.0,2,5705.0,16.0,0,0.0,1,0.0,2660.5336473449997,16.0
36137,0,0.000172226,64.0,0,5000.0,14.0,0,0.0,0,0.0,4.999,14.0
36138,0,0.20457254,49.0,0,5280.0,10.0,0,2.0,0,2.0,2970.43741632,8.0
36139,0,0.9999999,86.0,0,8333.0,5.0,0,1.0,0,0.0,2612.6864633610003,4.0
36140,0,0.773909842,66.0,0,8417.0,17.0,0,2.0,0,0.0,7147.150870187001,15.0
36141,0,0.027230842,66.0,0,9187.293226043956,8.0,0,1.0,0,0.0,4072.0,7.0
36142,0,0.093555221,47.0,0,6460.0,24.0,0,1.0,0,3.0,1498.76799134,23.0
36143,0,0.011312533,89.0,0,5108.157636931009,8.0,0,0.0,0,0.0,14.0,8.0
36144,0,0.660083225,34.0,0,3423.0,8.0,0,2.0,0,1.0,3483.982186083,6.0
36145,0,0.301338795,80.0,0,7000.0,10.0,0,1.0,0,0.0,5134.266536,9.0
36146,0,0.001830223,71.0,0,6631.8794590653315,17.0,0,2.0,0,0.0,2119.0,15.0
36147,0,0.024722778,24.0,0,820.0,5.0,0,0.0,0,0.0,523.3617536200001,5.0
36148,0,0.447639199,66.0,0,6000.0,5.0,0,1.0,0,0.0,1095.817362,4.0
36149,0,0.331091545,51.0,0,12171.0,8.0,0,2.0,0,3.0,3156.740628447,6.0
36150,0,0.769079566,69.0,6,4416.0,11.0,0,2.0,0,0.0,2655.398684928,9.0
36151,1,0.577800076,47.0,0,10916.0,11.0,0,1.0,0,1.0,4000.633505416,10.0
36152,0,0.027078847,66.0,0,4762.724756458093,7.0,0,1.0,0,0.0,708.0,6.0
36153,0,0.903378498,61.0,0,2630.0,3.0,0,0.0,0,0.0,841.67997041,3.0
36154,0,0.0,41.0,0,8629.0,11.0,0,3.0,0,4.0,4487.47995415,8.0
36155,1,0.887058564,41.0,3,2379.0,12.0,0,1.0,1,1.0,1725.2747898359999,11.0
36156,0,0.504714681,57.0,0,11583.0,15.0,0,2.0,0,0.0,4551.607042983,13.0
36157,0,0.9999999,51.0,0,6100.0,1.0,0,1.0,0,0.0,1768.7100487,0.0
36158,0,0.576933681,48.0,0,3600.0,5.0,0,1.0,0,1.0,1923.4657043999998,4.0
36159,0,0.9999999,39.0,0,1950.0,4.0,0,0.0,0,0.0,552.71655465,4.0
36160,1,0.567755229,54.0,0,8000.0,11.0,0,1.0,0,0.0,1790.7761520000001,10.0
36161,0,0.006593117,69.0,0,5113.161472432983,9.0,0,0.0,0,0.0,9.0,9.0
36162,0,0.214195598,43.0,0,5416.0,17.0,0,5.0,0,2.0,5331.015691728,12.0
36163,1,0.806607449,35.0,1,2900.0,12.0,0,0.0,0,2.0,793.7263025,12.0
36164,0,0.61346923,50.0,0,2343.0,5.0,0,1.0,0,3.0,1300.44496659,4.0
36165,0,0.218058295,64.0,0,4375.0,3.0,2,0.0,0,0.0,58.986519375,3.0
36166,0,0.593827392,46.0,0,9200.0,15.0,0,0.0,0,1.0,2698.7066652000003,15.0
36167,0,0.968900415,78.0,1,6200.0,18.0,0,1.0,0,0.0,3582.4221921999997,17.0
36168,0,0.0,59.0,0,1029.0,7.0,0,1.0,0,0.0,3156.932038785,6.0
36169,0,0.056238645,63.0,0,22583.0,17.0,0,2.0,0,0.0,6772.700099638,15.0
36170,0,0.9999999,27.0,0,734.0,4.0,0,0.0,1,0.0,453.38231305,4.0
36171,0,0.208199089,50.0,0,9400.0,7.0,0,3.0,0,0.0,5929.369214599999,4.0
36172,0,0.019608745,34.0,0,6846.0,7.0,0,0.0,0,0.0,356.947859058,7.0
36173,0,0.007201169,42.0,0,3250.0,11.0,0,1.0,0,0.0,433.86650125,10.0
36174,0,0.011899109,41.0,0,10000.0,6.0,0,1.0,0,2.0,2507.74923,5.0
36175,0,0.929267043,31.0,1,1500.0,7.0,0,0.0,0,2.0,84.943371,7.0
36176,0,0.067815099,70.0,1,4880.399736610609,3.0,0,0.0,0,0.0,52.0,3.0
36177,0,0.007698851,48.0,1,4500.0,15.0,0,0.0,0,4.0,1800.599868,15.0
36178,0,0.054835934,53.0,0,5202.035607219309,8.0,0,1.0,0,0.0,1193.0,7.0
36179,0,0.0,69.0,0,6252.784124642247,7.0,0,1.0,0,0.0,1904.0,6.0
36180,0,0.232264621,58.0,0,5000.0,6.0,0,0.0,0,0.0,471.90562,6.0
36181,0,0.9999999,49.0,1,3700.0,13.0,2,0.0,0,3.0,643.8259925,13.0
36182,0,0.167491118,50.0,0,6500.0,18.0,0,2.0,0,0.0,3123.5194575,16.0
36183,0,0.018230466,41.0,1,4166.0,13.0,0,1.0,0,0.0,2039.5104386100002,12.0
36184,0,0.701783224,45.0,0,7004.0,14.0,0,2.0,0,0.0,3052.564169196,12.0
36185,0,0.078656149,43.0,0,4833.0,6.0,0,1.0,0,0.0,676.859948784,5.0
36186,0,0.090968011,76.0,0,10500.0,7.0,0,0.0,0,0.0,68.9934315,7.0
36188,0,0.053348666,65.0,0,6939.0,10.0,0,1.0,0,1.0,2206.6819858530002,9.0
36189,0,0.015,60.0,0,3333.0,17.0,0,0.0,0,0.0,43.986804213,17.0
36190,0,0.00827642,64.0,0,667.0,13.0,0,1.0,0,0.0,899.6511974650001,12.0
36191,0,0.307423949,48.0,0,7750.0,13.0,0,2.0,0,2.0,3176.590119,11.0
36192,0,0.7013759,43.0,0,6927.0,9.0,0,2.0,0,1.0,3813.4494770100005,7.0
36193,0,0.066533358,50.0,0,4884.783223958384,4.0,0,0.0,0,0.0,21.0,4.0
36194,0,0.174253293,56.0,0,5791.624035744751,6.0,0,2.0,0,2.0,614.0,4.0
36195,0,0.036191776,56.0,1,6265.093547375429,13.0,0,1.0,0,1.0,1431.0,12.0
36196,0,0.072363674,43.0,0,3500.0,10.0,0,1.0,0,1.0,2792.2022275,9.0
36197,0,0.0,65.0,1,18401.0,18.0,0,4.0,1,0.0,5683.69112747,14.0
36198,0,0.000691553,58.0,0,19082.0,8.0,0,1.0,0,1.0,1519.920341772,7.0
36199,0,0.004554564,59.0,0,6404.0,10.0,0,2.0,0,1.0,2522.606088828,8.0
36200,0,0.011471816,68.0,0,15000.0,6.0,0,1.0,0,0.0,2265.84894,5.0
36201,0,0.003474913,75.0,0,6350.0,7.0,0,1.0,0,0.0,882.8609660500001,6.0
36202,0,0.043941604,76.0,0,8500.0,8.0,0,0.0,0,2.0,172.9796495,8.0
36203,0,0.658796001,46.0,0,1833.0,6.0,0,0.0,0,1.0,804.561069234,6.0
36204,0,0.527081494,44.0,0,8833.0,10.0,0,1.0,0,0.0,2150.756506481,9.0
36205,0,0.055917064,75.0,0,5500.0,9.0,0,0.0,0,0.0,112.97946,9.0
36206,0,0.021575514,45.0,0,4701.0,5.0,0,1.0,0,3.0,2176.53700347,4.0
36207,0,0.038539774,29.0,0,4933.0,7.0,0,0.0,0,0.0,129.97365300299998,7.0
36208,0,0.054071164,68.0,0,8000.818805947272,11.0,0,1.0,1,0.0,3414.0,10.0
36209,0,0.018071746,42.0,0,9166.0,6.0,0,1.0,0,1.0,2352.74331645,5.0
36210,0,0.057592874,58.0,0,8000.0,13.0,0,2.0,0,0.0,2035.7455280000001,11.0
36211,0,0.030422497,69.0,0,6857.291884859209,8.0,0,1.0,0,0.0,2110.0,7.0
36212,0,0.250101999,40.0,0,8250.0,7.0,0,1.0,0,3.0,2916.6464662500002,6.0
36213,0,0.002773513,60.0,0,3000.0,11.0,0,0.0,0,0.0,8.997,11.0
36214,0,0.071393959,62.0,0,6418.0,4.0,0,1.0,0,0.0,2264.647143018,3.0
36215,0,0.423832414,27.0,0,3513.0,9.0,0,0.0,0,0.0,901.7433139679999,9.0
36216,0,0.050330832,28.0,0,2000.0,9.0,0,0.0,0,0.0,170.914542,9.0
36217,0,0.0758237,65.0,0,6254.10697083064,19.0,0,1.0,0,1.0,1045.0,18.0
36218,0,0.504720554,47.0,0,10000.0,13.0,0,2.0,0,0.0,6051.39486,11.0
36219,0,0.664852512,61.0,0,6579.0,12.0,0,2.0,0,1.0,4883.25774996,10.0
36220,0,0.060758566,38.0,0,3848.0,14.0,0,2.0,0,2.0,1545.59833896,12.0
36221,0,0.137471823,46.0,0,4504.0,13.0,0,3.0,0,1.0,3088.3143178,10.0
36223,0,0.024108172,46.0,0,5000.0,9.0,0,1.0,0,0.0,885.8228349999999,8.0
36224,0,0.062631246,53.0,0,11414.0,7.0,0,3.0,0,0.0,5504.517740176,4.0
36225,0,0.0,73.0,0,3071.0,1.0,0,0.0,0,0.0,0.0,1.0
36226,0,0.100910175,58.0,0,5003.0,16.0,0,1.0,0,3.0,2494.5013983569997,15.0
36227,0,0.177496302,37.0,0,5500.0,8.0,0,0.0,0,0.0,796.8551195,8.0
36228,0,0.128196431,64.0,0,14000.0,34.0,0,4.0,0,0.0,5724.591096,30.0
36229,0,0.837968582,70.0,0,4708.0,10.0,0,2.0,0,0.0,4371.071565696,8.0
36230,0,0.389234148,35.0,0,4166.0,16.0,0,2.0,0,0.0,6308.4857224279995,14.0
36231,0,0.295132112,77.0,0,4700.0,19.0,0,0.0,0,0.0,2277.5154203,19.0
36232,0,0.0,33.0,0,7714.0,5.0,0,1.0,0,2.0,2110.726379482,4.0
36233,0,0.087716728,64.0,0,3250.0,13.0,0,1.0,0,0.0,942.7099370000001,12.0
36234,0,0.141217324,72.0,1,6911.0,11.0,0,2.0,0,0.0,2859.586225828,9.0
36235,0,0.002938875,65.0,0,4947.409592858065,6.0,0,0.0,0,0.0,4.0,6.0
36236,0,0.9999999,45.0,0,6250.0,1.0,0,0.0,1,0.0,265.95744375,1.0
36237,0,0.32469073,31.0,0,3325.4066025902903,2.0,0,0.0,0,0.0,57.0,2.0
36238,0,0.514407727,40.0,0,4100.0,13.0,0,0.0,0,0.0,870.7876143000001,13.0
36239,1,0.64940239,25.0,0,2150.916684751843,2.0,1,0.0,0,0.0,7.0,2.0
36240,0,0.004208628,37.0,1,6502.8090338674965,6.0,0,1.0,0,0.0,3077.0,5.0
36241,0,0.269360394,65.0,0,6744.753358304687,14.0,0,2.0,0,0.0,2513.0,12.0
36242,0,0.019724507,82.0,0,6500.0,2.0,0,0.0,0,0.0,305.95293300000003,2.0
36243,0,0.007984032,28.0,2,3152.962298376523,4.0,0,0.0,0,1.0,388.0,4.0
36244,0,0.713214339,34.0,0,6800.0,9.0,0,2.0,0,1.0,4066.4019992,7.0
36245,0,0.082036719,72.0,0,4951.911386873853,4.0,0,0.0,1,0.0,85.0,4.0
36246,0,0.0,65.0,0,10060.0,8.0,0,0.0,0,0.0,409.95924496,8.0
36247,1,0.9999999,39.0,0,2155.0,1.0,2,0.0,0,3.0,229.893320425,1.0
36248,0,0.677246389,63.0,0,3950.0,20.0,0,1.0,0,0.0,6004.4798776,19.0
36249,0,0.014481783,41.0,0,5750.0,12.0,0,1.0,0,2.0,2617.5447735000002,11.0
36250,0,0.9999999,53.0,0,4615.076417438924,0.0,1,0.0,0,0.0,62.0,0.0
36251,0,0.05712917,63.0,0,7500.0,13.0,0,2.0,0,0.0,2172.7103025,11.0
36252,0,0.161307564,59.0,1,7707.0,14.0,0,3.0,0,0.0,3720.5172564,11.0
36253,0,0.06858202,43.0,0,11000.0,10.0,0,2.0,0,2.0,3223.706937,8.0
36254,0,0.000291537,41.0,0,14000.0,10.0,0,2.0,0,3.0,3900.7213839999995,8.0
36255,0,0.184332734,73.0,0,4166.0,5.0,0,0.0,0,1.0,428.897048824,5.0
36256,0,0.205930834,49.0,0,17000.0,21.0,0,2.0,0,1.0,3346.803124,19.0
36257,0,0.057162852,50.0,0,0.0,11.0,0,3.0,0,2.0,1207.0,8.0
36258,0,0.006809416,74.0,0,5964.44470162883,7.0,0,1.0,0,0.0,1863.0,6.0
36259,0,0.25958183,46.0,0,5000.0,8.0,0,2.0,0,4.0,1661.6676650000002,6.0
36260,1,0.081323514,56.0,0,5100.0,11.0,1,2.0,0,0.0,2097.5887104,9.0
36261,0,0.0,51.0,0,7100.0,6.0,0,1.0,0,0.0,525.9259254,5.0
36262,0,0.0,37.0,2,1200.0,4.0,0,1.0,0,2.0,659.4504575999999,3.0
36263,0,0.006328353,48.0,0,6636.824826101996,10.0,0,1.0,0,0.0,2383.0,9.0
36264,0,0.640463211,40.0,1,6590.0,7.0,0,1.0,0,1.0,1765.7320598800002,6.0
36265,1,0.773660803,50.0,0,7000.0,17.0,0,1.0,0,1.0,2957.57749,16.0
36266,0,0.071714902,57.0,0,8496.0,15.0,0,2.0,0,0.0,4084.5192458399997,13.0
36267,0,0.00436324,26.0,0,4200.0,6.0,0,0.0,0,0.0,498.8812206,6.0
36268,0,0.462252097,55.0,0,5947.259646510732,7.0,0,2.0,1,0.0,1866.0,5.0
36269,0,0.022964725,67.0,0,10900.0,8.0,0,1.0,0,0.0,2039.8128655,7.0
36270,0,0.0,59.0,0,4862.79259395174,3.0,0,1.0,0,0.0,941.0,2.0
36271,0,0.9999999,51.0,0,4605.0,3.0,2,1.0,0,0.0,2659.4224933950004,2.0
36272,0,0.331841458,47.0,0,3982.0,6.0,0,1.0,0,0.0,1394.649762748,5.0
36273,0,0.032299675,67.0,0,10866.580613886674,9.0,0,4.0,0,0.0,5875.0,5.0
36274,0,0.009805819,32.0,0,1400.0,3.0,0,0.0,0,0.0,3.9971441999999997,3.0
36275,0,0.075495233,45.0,0,15000.0,6.0,0,0.0,1,0.0,104.992995,6.0
36276,0,0.0,56.0,0,7774.0,6.0,0,2.0,0,2.0,2452.684499408,4.0
36277,0,0.455413615,71.0,0,6813.808324203387,8.0,0,2.0,0,0.0,2407.0,6.0
36278,0,0.001235886,82.0,0,3100.0,3.0,0,0.0,0,0.0,0.0,3.0
36279,0,0.393485947,47.0,1,4802.972907409753,15.0,0,0.0,0,0.0,554.0,15.0
36280,0,0.922403916,28.0,1,0.0,14.0,0,0.0,0,0.0,788.0,14.0
36281,0,0.49250163,32.0,0,3100.0,3.0,0,1.0,0,2.0,2659.1422110000003,2.0
36282,0,0.5331926,40.0,0,1333.0,6.0,0,1.0,0,1.0,1629.7773617730002,5.0
36283,1,0.315689981,45.0,0,6718.0,5.0,0,0.0,1,4.0,605.909808974,5.0
36284,0,0.025625689,58.0,0,5833.0,4.0,0,1.0,0,0.0,969.8337310960001,3.0
36285,0,0.323876095,49.0,0,11160.0,11.0,0,0.0,0,2.0,1369.87725528,11.0
36286,0,0.001024954,62.0,0,1000.0,10.0,0,2.0,0,0.0,2922.077922,8.0
36287,0,0.256049961,64.0,0,3000.0,13.0,0,0.0,1,0.0,202.932357,13.0
36288,0,0.728981589,36.0,1,1700.0,6.0,0,1.0,0,0.0,1321.2228096,5.0
36289,0,0.005992603,65.0,0,7000.0,19.0,0,0.0,0,0.0,23.996574,19.0
36290,1,0.987636364,41.0,0,5645.0808955075,5.0,0,1.0,0,2.0,1673.0,4.0
36291,0,0.230353929,47.0,1,3334.0,1.0,0,0.0,0,0.0,33.989806602,1.0
36292,0,0.001294067,70.0,0,6808.675770499821,9.0,0,1.0,0,0.0,2441.0,8.0
36293,0,0.01839978,73.0,0,4333.0,11.0,0,1.0,0,1.0,652.849331624,10.0
36295,0,0.859626817,55.0,0,2232.0,6.0,0,1.0,0,1.0,1871.16166656,5.0
36296,0,0.053442274,72.0,0,6250.0,22.0,0,2.0,0,0.0,1739.72164375,20.0
36298,0,0.045804974,63.0,0,15670.0,5.0,0,2.0,0,1.0,7363.53008159,3.0
36299,0,0.294896767,47.0,1,5000.0,4.0,0,1.0,0,3.0,1648.6702650000002,3.0
36300,0,0.96920308,42.0,1,9333.0,6.0,0,1.0,0,0.0,2371.745871765,5.0
36301,0,0.191912484,68.0,0,9883.0,18.0,0,2.0,0,1.0,6675.324569501,16.0
36302,0,0.5301505,41.0,0,1553.0,4.0,0,1.0,0,2.0,1644.940797627,3.0
36303,0,0.0,69.0,0,4653.1639278856,3.0,0,1.0,0,0.0,715.0,2.0
36304,0,0.309771259,47.0,0,4200.0,6.0,0,2.0,0,0.0,3795.0964043999998,4.0
36305,0,0.041481195,85.0,0,2343.0,4.0,0,1.0,0,0.0,640.7265362520001,3.0
36306,0,0.096207448,60.0,0,1300.0,7.0,0,0.0,0,0.0,214.8347422,7.0
36307,0,0.010321089,52.0,0,6400.0,11.0,0,1.0,0,1.0,1545.7584768,10.0
36308,0,0.034595277,52.0,0,5650.0,11.0,0,0.0,0,1.0,32.9941581,11.0
36309,0,0.002409745,69.0,0,5113.161472432983,12.0,0,0.0,0,0.0,26.0,12.0
36310,0,0.0,61.0,0,10500.0,11.0,0,2.0,0,0.0,998.9048685,9.0
36311,0,0.084855278,57.0,0,4951.911386873853,4.0,0,0.0,0,0.0,115.0,4.0
36312,0,0.001533878,61.0,0,5100.0,4.0,0,0.0,0,0.0,0.999804,4.0
36313,0,0.9999999,45.0,1,7590.0,3.0,0,1.0,0,0.0,1434.81095868,2.0
36314,0,0.9999999,32.0,0,3750.0,8.0,0,2.0,0,0.0,1371.63423,6.0
36315,0,0.820876746,54.0,0,8833.0,8.0,0,1.0,0,0.0,3624.589654037,7.0
36316,0,0.320667933,69.0,1,5000.0,4.0,0,1.0,0,0.0,821.835635,3.0
36317,0,0.354148521,61.0,0,7395.986348184099,9.0,0,0.0,0,2.0,1904.0,9.0
36318,0,0.058798738,66.0,0,3800.0,8.0,0,0.0,0,0.0,136.96395859999998,8.0
36319,0,0.0,68.0,0,4000.0,7.0,0,1.0,0,0.0,1715.571108,6.0
36320,0,0.073578595,58.0,1,4110.0,6.0,0,1.0,0,0.0,1702.5857442899999,5.0
36321,0,0.008136875,57.0,0,6112.0,8.0,0,0.0,0,0.0,30.99492992,8.0
36322,0,0.179581283,34.0,0,2137.0,5.0,0,0.0,0,0.0,128.939662531,5.0
36323,0,0.891277181,49.0,0,4623.767356557587,4.0,2,0.0,1,0.0,333.0,4.0
36324,0,0.31438952,46.0,0,3588.0,11.0,0,0.0,0,1.0,1524.5750922480001,11.0
36325,0,0.167504459,49.0,0,5000.0,8.0,0,2.0,0,1.0,2238.55229,6.0
36326,0,0.18805413,25.0,0,2500.0,5.0,0,0.0,0,0.0,493.80248,5.0
36327,0,0.030384855,47.0,0,5922.0,6.0,0,1.0,0,2.0,1613.72750049,5.0
36328,0,0.098963651,58.0,0,5740.87396626833,24.0,0,2.0,0,0.0,1620.0,22.0
36329,0,0.929545756,36.0,0,5605.2617106153875,6.0,0,1.0,0,0.0,1950.0,5.0
36330,0,0.00944392,51.0,0,2845.0,3.0,0,0.0,0,1.0,4.99824394,3.0
36331,0,0.011626226,47.0,0,7834.0,25.0,0,2.0,0,3.0,4508.424508384,23.0
36332,0,0.496099681,53.0,0,2800.0,9.0,0,1.0,0,0.0,2566.0835424,8.0
36333,0,0.219096285,46.0,0,5208.0,10.0,0,1.0,0,1.0,2830.4565162719996,9.0
36334,0,0.530412129,47.0,0,5540.276349116741,9.0,0,0.0,0,0.0,1482.0,9.0
36335,0,0.054426556,47.0,0,4750.0,7.0,0,0.0,0,0.0,56.988001499999996,7.0
36336,0,0.675882603,50.0,0,8183.0,8.0,0,2.0,0,2.0,8510.959918783,6.0
36337,0,0.206639668,45.0,0,5239.0,2.0,0,1.0,0,0.0,1478.717746012,1.0
36338,0,0.013155287,62.0,0,8108.0,7.0,0,1.0,0,0.0,2522.6888637,6.0
36339,0,0.407999623,47.0,0,8500.0,9.0,0,1.0,1,1.0,2636.6898,8.0
36340,0,0.083356666,49.0,0,5783.27969623442,6.0,0,1.0,0,0.0,1564.0,5.0
36341,0,0.002949765,49.0,0,5415.413826607159,10.0,0,1.0,0,0.0,1398.0,9.0
36342,0,0.032111549,54.0,1,6666.0,10.0,0,2.0,0,1.0,1873.7189160359999,8.0
36343,0,0.104748408,40.0,0,5500.0,20.0,0,2.0,0,2.0,3239.4110155000003,18.0
36344,0,0.012476293,43.0,0,4200.0,5.0,0,0.0,0,0.0,22.9945254,5.0
36345,0,0.006816847,67.0,0,6000.0,13.0,0,3.0,0,0.0,2499.583404,10.0
36346,0,0.034454571,85.0,0,5153.502707329491,6.0,0,0.0,0,0.0,75.0,6.0
36347,0,0.346079615,48.0,0,6700.0,19.0,0,2.0,0,2.0,3688.4494883,17.0
36348,0,0.042558298,86.0,0,7000.0,7.0,0,0.0,0,0.0,30.995572999999997,7.0
36349,0,0.0,73.0,0,6797.290760106611,8.0,0,1.0,0,0.0,2138.0,7.0
36350,0,0.9999999,64.0,0,1388.0,2.0,0,1.0,0,0.0,1189.143267868,1.0
36351,0,0.089451835,88.0,0,2083.0,3.0,0,0.0,0,0.0,135.93474071100002,3.0
36352,0,0.084368169,51.0,0,5413.0,7.0,0,2.0,0,1.0,2990.447543322,5.0
36353,0,0.010686832,56.0,0,2800.0,4.0,0,0.0,0,0.0,460.8354156,4.0
36354,0,0.082045898,83.0,0,4800.0,7.0,0,0.0,0,0.0,248.948136,7.0
36355,0,0.035570412,68.0,0,5085.680079948739,6.0,0,0.0,0,0.0,39.0,6.0
36356,0,0.9999999,37.0,1,0.0,1.0,0,0.0,0,2.0,135.0,1.0
36357,0,0.0,75.0,0,8396.380658772516,2.0,0,1.0,0,3.0,1737.0,1.0
36358,0,0.412041691,25.0,1,2250.0,7.0,0,0.0,0,0.0,751.66592625,7.0
36359,0,0.062197927,74.0,0,7000.0,8.0,0,1.0,0,0.0,1748.750178,7.0
36360,0,0.011607861,59.0,0,6712.68161109818,12.0,0,2.0,0,0.0,2487.0,10.0
36361,0,0.843156843,26.0,1,3046.6837820891265,4.0,0,1.0,0,0.0,1168.0,3.0
36362,0,0.478835045,51.0,0,9700.0,13.0,0,1.0,0,0.0,2729.7185839,12.0
36363,0,0.031434498,49.0,0,8800.0,11.0,0,2.0,0,1.0,2369.7307127999998,9.0
36364,0,0.347426592,44.0,0,5200.0,11.0,0,1.0,0,2.0,2937.4351084,10.0
36365,0,0.0,83.0,0,5108.157636931009,10.0,0,0.0,0,0.0,1.0,10.0
36366,1,0.342832146,47.0,1,2238.0,2.0,4,0.0,0,2.0,580.740508872,2.0
36367,0,0.082020821,78.0,0,4802.972907409753,15.0,0,0.0,0,0.0,577.0,15.0
36368,1,0.409644307,63.0,0,3325.0,6.0,0,0.0,0,0.0,1071.677691,6.0
36369,0,0.03521174,64.0,0,8708.0,4.0,0,0.0,0,0.0,60.992991584,4.0
36370,0,0.052041704,75.0,0,5333.157880160157,6.0,0,1.0,0,0.0,1422.0,5.0
36371,0,0.350106134,61.0,0,5000.0,13.0,0,2.0,0,0.0,1585.682865,11.0
36372,0,0.063583072,35.0,0,4688.498434753087,12.0,0,0.0,0,0.0,201.0,12.0
36373,0,0.090072931,44.0,0,2829.0,7.0,0,1.0,0,0.0,1728.389047056,6.0
36374,0,0.027544203,33.0,0,4900.0,4.0,0,0.0,0,0.0,132.9728631,4.0
36375,0,0.9999999,77.0,0,4592.647798943022,2.0,0,0.0,0,0.0,0.0,2.0
36376,0,0.411809116,58.0,0,4566.0,14.0,0,1.0,0,0.0,4301.058023508001,13.0
36377,0,0.322890281,46.0,0,4499.0,5.0,0,0.0,0,0.0,938.791334833,5.0
36378,1,0.720060856,27.0,2,3214.9337040608216,3.0,0,0.0,2,0.0,634.0,3.0
36379,0,0.036848943,62.0,0,4615.076417438924,2.0,0,0.0,0,0.0,59.0,2.0
36380,0,0.029373588,52.0,0,4417.0,8.0,0,0.0,0,0.0,647.8533291509999,8.0
36381,0,0.125211947,63.0,1,8171.0,4.0,0,1.0,0,0.0,310.961941209,3.0
36382,0,0.137918407,58.0,0,3833.0,17.0,0,0.0,0,0.0,1484.612677352,17.0
36383,0,0.478817373,35.0,0,6500.0,4.0,0,0.0,0,0.0,838.870942,4.0
36384,0,0.0144895,81.0,0,4762.724756458093,7.0,0,0.0,0,0.0,697.0,7.0
36385,0,0.064390557,82.0,0,5135.752545611453,6.0,0,1.0,0,0.0,1225.0,5.0
36386,0,0.640084995,62.0,0,2800.0,5.0,0,0.0,0,0.0,573.7950736,5.0
36387,0,0.005067146,66.0,0,6175.0,20.0,0,3.0,0,0.0,2609.5773967249997,17.0
36388,0,0.765473985,46.0,1,13254.0,13.0,0,1.0,1,1.0,5000.622707352,12.0
36389,0,0.0,34.0,0,5500.0,10.0,0,1.0,0,0.0,1873.6593369999998,9.0
36390,0,0.176460208,31.0,0,5700.0,8.0,0,0.0,0,0.0,596.895279,8.0
36391,0,0.150983224,79.0,0,2265.0,3.0,0,0.0,0,0.0,88.96072437000001,3.0
36392,0,0.070811159,57.0,1,4714.222321056599,7.0,0,0.0,0,0.0,457.0,7.0
36393,0,0.038658437,67.0,0,2000.0,3.0,0,0.0,0,0.0,23.988006,3.0
36394,0,0.91131046,57.0,0,11683.0,19.0,0,3.0,0,3.0,7060.395673247,16.0
36395,0,0.038177208,82.0,0,3700.0,3.0,0,1.0,0,0.0,374.8986742,2.0
36396,0,0.556165684,67.0,0,7780.0,10.0,1,1.0,0,3.0,3332.57165136,9.0
36397,0,0.115437458,40.0,0,9348.7310228677,11.0,0,2.0,0,1.0,4472.0,9.0
36398,0,0.260962051,64.0,0,3130.0,10.0,0,1.0,0,2.0,2154.31172065,9.0
36399,0,0.393989983,57.0,1,13230.0,14.0,0,1.0,0,0.0,2141.83810575,13.0
36400,0,0.001620596,54.0,1,5416.0,12.0,0,2.0,0,0.0,2650.510616904,10.0
36401,0,0.386624505,48.0,0,8876.0,15.0,0,1.0,0,2.0,2596.707448916,14.0
36402,1,0.924624419,46.0,3,3384.0,7.0,0,0.0,1,0.0,1868.4478579679999,7.0
36403,0,0.240459789,35.0,0,6500.0,11.0,0,2.0,0,2.0,4051.3767125,9.0
36404,0,0.83292428,52.0,0,2400.0,3.0,0,0.0,0,1.0,669.7209504,3.0
36405,0,0.017224229,63.0,0,4000.0,6.0,0,1.0,0,0.0,688.827792,5.0
36406,0,0.941389586,49.0,1,10000.0,40.0,0,2.0,0,0.0,5776.42236,38.0
36407,0,0.088784045,45.0,0,2655.0,17.0,0,1.0,0,2.0,1490.4386297099998,16.0
36408,0,0.034548273,73.0,0,3930.0,4.0,0,2.0,0,0.0,4037.97252525,2.0
36409,0,0.9999999,62.0,0,4687.451305127246,7.0,0,0.0,0,0.0,357.0,7.0
36410,0,0.113368543,52.0,0,10750.0,14.0,0,2.0,0,2.0,3001.7207692499996,12.0
36411,0,0.070725856,58.0,0,7166.0,8.0,0,1.0,0,0.0,430.939864508,7.0
